21,AscendingCurrent_Slant,AscendingCurrent_Slant,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
22,Obj_LiftRockWhite_Korok_A_01,Obj_LiftRockWhite_Korok_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
23,Ore Deposit,Obj_MineralGrain_A_02,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
24,Ore Deposit,Obj_MineralGrain_A_04,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
25,Obj_RockSnow_A_01,Obj_RockSnow_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
26,Luminous Stone Deposit,Obj_Mineral_C_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
27,Obj_RockSetSnow_A_02,Obj_RockSetSnow_A_02,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
28,Ore Deposit,Obj_MineralBury_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
29,Obj_Plant_HopBush_C_Snow_02,Obj_Plant_HopBush_C_Snow_02,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
30,Keese,Enemy_Keese,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
31,Chillshroom,Item_Mushroom_B,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
32,Cooking Pot,Item_CookSet,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
33,Obj_Plant_HopBush_C_Snow_01,Obj_Plant_HopBush_C_Snow_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
34,Obj_RockSetSnow_A_03,Obj_RockSetSnow_A_03,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
35,Obj_TreeWhiteBirch_A_01,Obj_TreeWhiteBirch_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
36,Cool Safflina,Item_Plant_E,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
37,Obj_TreeDead_A_Snow_01,Obj_TreeDead_A_Snow_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
38,Obj_TreeConiferousLow_A_Snow_01,Obj_TreeConiferousLow_A_Snow_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
39,Obj_TreeConiferous_A_Snow_02,Obj_TreeConiferous_A_Snow_02,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
40,Obj_RockSetSnow_A_05,Obj_RockSetSnow_A_05,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
41,GrassCutTag,GrassCutTag,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
42,Rare Ore Deposit,Obj_Mineral_B_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
43,Area,Area,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
44,Obj_RockSetSnow_A_04,Obj_RockSetSnow_A_04,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
45,DgnObj_DungeonEntrance_DecalSnow,DgnObj_DungeonEntrance_DecalSnow,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
46,Frost Pebblit,Enemy_Golem_Little_Ice,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
47,Barrel,Barrel,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
48,SpotBgmTag,SpotBgmTag,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
49,FldObj_TorchStandBone_A_01,FldObj_TorchStandBone_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
50,Wood,Obj_FireWoodBundle,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
51,IceWall,IceWall,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
52,Obj_TreeBroadleafLow_Snow_A_01,Obj_TreeBroadleafLow_Snow_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
53,Obj_BarrelOld_A_01,Obj_BarrelOld_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
54,Hearty Truffle,Item_Mushroom_F,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
55,Big Hearty Truffle,Item_Mushroom_N,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
56,Obj_RockIcicle_A_01,Obj_RockIcicle_A_01,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
57,Grizzlemaw Bear,Animal_Bear_B,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
58,Tabantha Moose,Animal_Elk_A,images/icons/markers/default.png,,2018-09-11 17:40:50,2018-09-11 17:40:50
59,Obj_TreeBroadleafLow_Snow_A_02,Obj_TreeBroadleafLow_Snow_A_02,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
60,FldObj_SnowEnemyLookout_B_01,FldObj_SnowEnemyLookout_B_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
61,PointWindSetTag,PointWindSetTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
62,Treasure Chest,TBox_Field_Iron,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
63,Obj_TreeConiferousDead_A_Snow_01,Obj_TreeConiferousDead_A_Snow_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
64,LinkTagAnd,LinkTagAnd,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
65,Obj_TreeSnowberry_A,Obj_TreeSnowberry_A,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
66,FldObj_CliffSnowWall_D_18,FldObj_CliffSnowWall_D_18,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
67,FldObj_CliffSnowLargeWall_D_01_Far,FldObj_CliffSnowLargeWall_D_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
68,LinkTagNAnd,LinkTagNAnd,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
69,Obj_RockSetSnow_A_01,Obj_RockSetSnow_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
70,Obj_RockSetSnow_A_01_Far,Obj_RockSetSnow_A_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
71,SwitchTimeLag,SwitchTimeLag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
72,FldObj_CliffSnowLargeWall_D_02,FldObj_CliffSnowLargeWall_D_02,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
73,LinkTagOr,LinkTagOr,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
74,FldObj_CliffSnowScaffold_D_01_Far,FldObj_CliffSnowScaffold_D_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
75,FldObj_CliffSnowWall_D_27,FldObj_CliffSnowWall_D_27,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
76,FldObj_CliffSnowWall_D_10,FldObj_CliffSnowWall_D_10,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
77,FldObj_CliffSnowTopHalf_D_01,FldObj_CliffSnowTopHalf_D_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
78,Stalnox,FldObj_Giant_Bone,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
79,FldObj_CliffSnowWall_D_14_Far,FldObj_CliffSnowWall_D_14_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
80,FldObj_CliffSnowWall_D_03_Far,FldObj_CliffSnowWall_D_03_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
81,ConstraintDummy,ConstraintDummy,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
82,PosAfterDemoSkip,PosAfterDemoSkip,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
83,FldObj_CliffSnowWall_D_20,FldObj_CliffSnowWall_D_20,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
84,FldObj_CliffSnowWall_D_10_Far,FldObj_CliffSnowWall_D_10_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
85,FldObj_CliffSnowLargeWall_D_01,FldObj_CliffSnowLargeWall_D_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
86,Obj_TreeConiferous_A_Snow_03,Obj_TreeConiferous_A_Snow_03,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
87,FldObj_CliffSnowScaffold_D_01,FldObj_CliffSnowScaffold_D_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
88,FldObj_CliffSnowEdgeWall_END_B_02_Far,FldObj_CliffSnowEdgeWall_END_B_02_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
89,FldObj_CliffSnowWall_D_27_Far,FldObj_CliffSnowWall_D_27_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
90,ValleyEffectLocater,ValleyEffectLocater,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
91,FldObj_CliffSnowWall_D_03,FldObj_CliffSnowWall_D_03,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
92,WallCrack,WallCrack,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
93,FldObj_CliffSnowWall_D_09_Far,FldObj_CliffSnowWall_D_09_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
94,FldObj_CliffSnowLargeWall_D_02_Far,FldObj_CliffSnowLargeWall_D_02_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
95,FldObj_KorokTarget_A_01,FldObj_KorokTarget_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
96,Obj_Plant_Korok_A_01,Obj_Plant_Korok_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
97,FldObj_SnowBallGate_A_01_Far,FldObj_SnowBallGate_A_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
98,Wildberry,Item_Fruit_B,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
99,Black Lizalfos,Enemy_Lizalfos_Senior,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
100,Shrine,DgnObj_DungeonEntrance_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
101,FldObj_CliffSnowWall_D_07_Far,FldObj_CliffSnowWall_D_07_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
102,Enemy Camp Treasure Chest,TBox_Field_Enemy,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
103,LookTag,LookTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
104,EventTag,EventTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
105,FldObj_CliffSnowWall_D_22,FldObj_CliffSnowWall_D_22,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
106,FldObj_CliffSnowWall_D_19,FldObj_CliffSnowWall_D_19,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
107,Obj_LiftRockWhite_A_01,Obj_LiftRockWhite_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
108,BattleBgmRequestFinishTag,BattleBgmRequestFinishTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
109,FldObj_CliffSnowWall_D_11,FldObj_CliffSnowWall_D_11,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
110,FldObj_CliffSnowWall_D_17_Far,FldObj_CliffSnowWall_D_17_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
111,DungeonBird_test,DungeonBird_test,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
112,ActorObserverTag,ActorObserverTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
113,Korok,Npc_HiddenKorokGround,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
114,FldObj_CliffSnowWall_D_16,FldObj_CliffSnowWall_D_16,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
115,FldObj_CliffSnowWall_D_18_Far,FldObj_CliffSnowWall_D_18_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
116,DgnObj_WarpPoint_A_01,DgnObj_WarpPoint_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
117,FldObj_CliffSnowEdgeWall_B_02,FldObj_CliffSnowEdgeWall_B_02,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
118,DgnObj_DungeonEntrance_A_01_Far,DgnObj_DungeonEntrance_A_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
119,LocationTag,LocationTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
120,FldObj_KorokGoal_A_01,FldObj_KorokGoal_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
121,ForceSetPosDirAutoSaveAnchor,ForceSetPosDirAutoSaveAnchor,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
122,FldObj_MountainSnow_A_M_04,FldObj_MountainSnow_A_M_04,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
123,FldObj_CliffSnowTopHalf_D_01_Far,FldObj_CliffSnowTopHalf_D_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
124,FldObj_CliffSnowLargeWall_D_03_Far,FldObj_CliffSnowLargeWall_D_03_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
125,ChangeWeatherTag,ChangeWeatherTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
126,FldObj_CliffSnowEdgeWall_END_B_02,FldObj_CliffSnowEdgeWall_END_B_02,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
127,FldObj_CliffSnowWall_D_14,FldObj_CliffSnowWall_D_14,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
128,Farosh,Enemy_Dragon_Electric,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
129,Dinraal,Enemy_Dragon_Fire,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
130,FldObj_BoneWhale_A_02_Far,FldObj_BoneWhale_A_02_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
131,FldObj_CliffSnowWall_D_19_Far,FldObj_CliffSnowWall_D_19_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
132,FldObj_CliffSnow_B_01,FldObj_CliffSnow_B_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
133,DgnObj_EntranceShutter_A_01,DgnObj_EntranceShutter_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
134,FldObj_MountainSnowTunnel_A_01_Far,FldObj_MountainSnowTunnel_A_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
135,FldObj_CliffSnowWall_D_06_Far,FldObj_CliffSnowWall_D_06_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
136,Leviathan (Ice Cave),FldObj_BoneWhale_A_02,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
137,FldObj_KorokStartingBlock_A_01,FldObj_KorokStartingBlock_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
138,FldObj_MountainSnowTunnel_A_01,FldObj_MountainSnowTunnel_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
139,LinkTagPulse,LinkTagPulse,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
140,DestinationAnchor,DestinationAnchor,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
141,FldObj_CliffSnowWall_D_02_Far,FldObj_CliffSnowWall_D_02_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
142,DragonFireEffectHolder,DragonFireEffectHolder,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
143,AnchorAction1,AnchorAction1,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
144,FldObj_CliffSnow_B_01_Far,FldObj_CliffSnow_B_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
145,FldObj_CliffSnowLargeWall_D_03,FldObj_CliffSnowLargeWall_D_03,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
146,FldObj_CliffSnowWall_D_07,FldObj_CliffSnowWall_D_07,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
147,Enemy_Dragon_Ice_Far,Enemy_Dragon_Ice_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
148,Blue Moblin,Enemy_Moriblin_Middle,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
149,FldObj_CliffSnowWall_D_16_Far,FldObj_CliffSnowWall_D_16_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
150,FldObj_CliffSnowWall_D_02,FldObj_CliffSnowWall_D_02,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
151,FldObj_SkullRockSnow_A_01,FldObj_SkullRockSnow_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
152,DgnObj_EntranceTerminal_A_01,DgnObj_EntranceTerminal_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
153,Treasure Chest,TBox_Field_Stone,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
154,LinkTagNOr,LinkTagNOr,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
155,PlayerOnScaffoldCheckTag,PlayerOnScaffoldCheckTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
156,FldObj_CliffSnowWall_D_11_Far,FldObj_CliffSnowWall_D_11_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
157,FldObj_MountainSnow_A_M_04_Far,FldObj_MountainSnow_A_M_04_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
158,EnemyLookTag,EnemyLookTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
159,KorokAnswerResponce,KorokAnswerResponce,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
160,FldObj_CliffSnowEdgeWall_B_02_Far,FldObj_CliffSnowEdgeWall_B_02_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
161,EnemyFortressMgrTag,EnemyFortressMgrTag,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
162,FldObj_SnowBallGate_A_01,FldObj_SnowBallGate_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
163,LinkTagNone,LinkTagNone,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
164,FldObj_KorokStoneLift_A_01,FldObj_KorokStoneLift_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
165,Moblin,Enemy_Moriblin_Junior,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
166,FldObj_SkullRockSnow_A_01_Far,FldObj_SkullRockSnow_A_01_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
167,Enemy_Dragon_Electric_Far,Enemy_Dragon_Electric_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
168,FldObj_CliffSnowWall_D_06,FldObj_CliffSnowWall_D_06,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
169,DgnObj_EntranceElevator_A_01,DgnObj_EntranceElevator_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
170,FldObj_CliffSnowWall_D_22_Far,FldObj_CliffSnowWall_D_22_Far,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
171,FldObj_KorokPinwheel_A_01,FldObj_KorokPinwheel_A_01,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
172,FldObj_CliffSnowWall_D_17,FldObj_CliffSnowWall_D_17,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
173,Naydra,Enemy_Dragon_Ice,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
174,Npc_HiddenKorokFly,Npc_HiddenKorokFly,images/icons/markers/default.png,,2018-09-11 17:40:51,2018-09-11 17:40:51
175,TimeControlTag,TimeControlTag,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
176,ce-Breath Lizalfos,Enemy_Lizalfos_Ice,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
177,FldObj_CliffSnowWall_D_09,FldObj_CliffSnowWall_D_09,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
178,Enemy_Dragon_Fire_Far,Enemy_Dragon_Fire_Far,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
179,Stalnox,Enemy_Giant_Bone,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
180,Water Octorok,Enemy_Octarock,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
181,TravelersGuardianDeity_A_01,TravelersGuardianDeity_A_01,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
182,EnvSeEmitPointInsectTemperate,EnvSeEmitPointInsectTemperate,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
183,Rusty Shield,Weapon_Shield_021,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
184,AirWallCreature,AirWallCreature,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
185,FidObj_TorchStand_A_01,FidObj_TorchStand_A_01,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
186,FldObj_HeburaGeyser_01,FldObj_HeburaGeyser_01,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
187,FldObj_PierSnow_A_02,FldObj_PierSnow_A_02,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
188,Treasure Chest,TBox_Field_Wood,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
189,Obj_RockSetYellow_A_L_05,Obj_RockSetYellow_A_L_05,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
190,Obj_RockSetYellow_A_L_04,Obj_RockSetYellow_A_L_04,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
191,Obj_RockSetYellow_A_L_03,Obj_RockSetYellow_A_L_03,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
192,FidObj_TorchStand_A-2,FidObj_TorchStand_A-2,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
193,FldObj_PierSnow_A_01,FldObj_PierSnow_A_01,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
194,Obj_RockSetYellow_A_01,Obj_RockSetYellow_A_01,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
195,FldObj_PierSnowProp_A_01,FldObj_PierSnowProp_A_01,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
196,Spicy Pepper,Item_Fruit_I,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
197,BoxWater,BoxWater,images/icons/markers/default.png,,2018-09-11 17:40:52,2018-09-11 17:40:52
